customer_id,full_name,national_id,age,employment_status,income_monthly,credit_score
11120,Customer 1119,9932894596V,46,employed,118450,755
11121,Customer 1120,9661107986V,46,employed,95666,682
11122,Customer 1121,9508427798V,47,employed,143701,684
11123,Customer 1122,9583736219V,41,employed,136385,747
11124,Customer 1123,9575368059V,24,employed,134279,694
11125,Customer 1124,9419280490V,51,student,31219,525
11126,Customer 1125,9731924051V,24,employed,118484,649
11127,Customer 1126,9560452529V,38,government,211651,572
11128,Customer 1127,9427899537V,27,employed,167370,624
11129,Customer 1128,9710561240V,34,employed,148913,579
11130,Customer 1129,9766823010V,38,employed,124472,701
11131,Customer 1130,9164671796V,38,retired,80143,763
11132,Customer 1131,9754586204V,39,employed,140720,624
11133,Customer 1132,9894664845V,51,retired,60524,636
11134,Customer 1133,9206551233V,40,employed,107857,737
11135,Customer 1134,9918982730V,33,retired,58382,663
11136,Customer 1135,9323110563V,45,employed,10000,695
11137,Customer 1136,9771641650V,47,business,176848,715
11138,Customer 1137,9326586581V,23,government,125346,658
11139,Customer 1138,9384161612V,41,contract,153707,599
11140,Customer 1139,9809129316V,42,employed,120774,650
11141,Customer 1140,9187174381V,32,employed,72441,587
11142,Customer 1141,9268638768V,49,employed,118005,709
11143,Customer 1142,9357553274V,33,retired,39078,726
11144,Customer 1143,9286630878V,36,self,123670,665
11145,Customer 1144,9692697161V,33,retired,65819,772
11146,Customer 1145,9180600295V,35,employed,158314,664
11147,Customer 1146,9268075622V,24,employed,88365,717
11148,Customer 1147,9102873038V,21,employed,121360,709
11149,Customer 1148,9538642403V,51,unemployed,10000,512
11150,Customer 1149,9583724666V,27,business,216120,739
11151,Customer 1150,9840206617V,25,contract,110755,648
11152,Customer 1151,9737599912V,18,employed,139832,738
11153,Customer 1152,9604564682V,29,government,140049,622
11154,Customer 1153,9412737284V,22,business,193182,677
11155,Customer 1154,9135046782V,51,employed,184174,652
11156,Customer 1155,9348545713V,45,retired,54298,639
11157,Customer 1156,9409350265V,28,contract,95546,725
11158,Customer 1157,9859088046V,58,contract,46555,652
11159,Customer 1158,9403566540V,45,student,16976,491
11160,Customer 1159,9854827139V,32,employed,123913,650
11161,Customer 1160,9587512424V,18,employed,164157,736
11162,Customer 1161,9176428684V,58,unemployed,17437,509
11163,Customer 1162,9838073939V,21,employed,110563,623
11164,Customer 1163,9350636897V,19,student,23897,571
11165,Customer 1164,9384063364V,45,student,21979,608
11166,Customer 1165,9945923902V,59,government,148849,656
11167,Customer 1166,9949595796V,49,unemployed,10000,583
11168,Customer 1167,9771150922V,41,employed,171238,682
11169,Customer 1168,9733281747V,41,employed,93383,689
11170,Customer 1169,9809939880V,44,employed,148876,536
11171,Customer 1170,9963187150V,43,employed,69200,681
11172,Customer 1171,9312406764V,38,employed,146754,665
11173,Customer 1172,9556489494V,36,employed,146878,703
11174,Customer 1173,9223240112V,34,retired,67684,651
11175,Customer 1174,9684719405V,27,contract,50223,618
11176,Customer 1175,9341387305V,32,employed,129982,712
11177,Customer 1176,9795392488V,18,employed,72678,767
11178,Customer 1177,9259976144V,34,contract,79889,561
11179,Customer 1178,9385220694V,25,employed,161177,711
11180,Customer 1179,9987588450V,24,employed,151868,753
11181,Customer 1180,9252725050V,37,employed,120607,722
11182,Customer 1181,9176675731V,49,government,110756,769
11183,Customer 1182,9164035859V,44,employed,145824,647
11184,Customer 1183,9278158234V,19,unemployed,20194,634
11185,Customer 1184,9951078441V,25,employed,27187,637
11186,Customer 1185,9430295664V,44,self,139131,663
11187,Customer 1186,9738923667V,25,employed,119031,650
11188,Customer 1187,9904187231V,33,self,160123,632
11189,Customer 1188,9985021282V,41,business,72378,567
11190,Customer 1189,9711181411V,25,retired,10000,572
11191,Customer 1190,9409893263V,36,retired,65582,761
11192,Customer 1191,9571537429V,22,government,148747,592
11193,Customer 1192,9233523720V,29,contract,22373,655
11194,Customer 1193,9603260608V,38,retired,40430,612
11195,Customer 1194,9839462365V,19,retired,115104,639
11196,Customer 1195,9426515425V,39,employed,107776,721
11197,Customer 1196,9851333320V,35,employed,149238,690
11198,Customer 1197,9532190231V,41,employed,93974,672
11199,Customer 1198,9392322121V,37,business,10000,739
11200,Customer 1199,9637377910V,49,employed,113190,663
11201,Customer 1200,9679800791V,36,employed,109376,754
11202,Customer 1201,9630208579V,31,contract,74005,576
11203,Customer 1202,9570040006V,36,contract,85414,569
11204,Customer 1203,9186373782V,40,contract,100571,632
11205,Customer 1204,9742136977V,35,employed,113995,680
11206,Customer 1205,9142800191V,35,business,58880,618
11207,Customer 1206,9563887247V,28,employed,139447,663
11208,Customer 1207,9888699799V,28,employed,42025,762
11209,Customer 1208,9446090161V,21,employed,37986,656
11210,Customer 1209,9748232591V,52,employed,149567,564
11211,Customer 1210,9368830491V,23,employed,140281,575
11212,Customer 1211,9127772220V,28,retired,58852,815
11213,Customer 1212,9198061499V,28,employed,64182,767
11214,Customer 1213,9345805719V,44,student,19381,554
11215,Customer 1214,9824022357V,32,government,132118,749
11216,Customer 1215,9997603725V,47,employed,56164,696
11217,Customer 1216,9717615339V,28,self,63049,736
11218,Customer 1217,9730418447V,38,employed,146093,616
11219,Customer 1218,9122275263V,27,government,182819,637
11220,Customer 1219,9921155204V,56,employed,103223,759
11221,Customer 1220,9821856853V,23,employed,150260,590
11222,Customer 1221,9981994345V,38,employed,43438,684
11223,Customer 1222,9389385259V,41,government,159784,697
11224,Customer 1223,9718740490V,39,contract,57842,687
11225,Customer 1224,9143198431V,33,employed,132294,688
11226,Customer 1225,9919382051V,34,student,26284,572
11227,Customer 1226,9912037475V,35,business,265633,647
11228,Customer 1227,9288109614V,34,contract,55023,580
11229,Customer 1228,9605196410V,45,retired,72552,680
11230,Customer 1229,9657233178V,57,government,131615,770
11231,Customer 1230,9799552991V,29,business,147336,653
11232,Customer 1231,9574840200V,21,contract,82646,724
11233,Customer 1232,9398668350V,34,employed,86173,724
11234,Customer 1233,9294872482V,61,employed,119436,709
11235,Customer 1234,9728492896V,27,employed,117494,670
11236,Customer 1235,9568027936V,51,retired,64825,652
11237,Customer 1236,9781594897V,52,retired,61690,791
11238,Customer 1237,9974288855V,29,employed,151920,728
11239,Customer 1238,9627986559V,41,government,167705,692
11240,Customer 1239,9197970787V,51,self,47469,762
11241,Customer 1240,9604669821V,31,employed,154751,718
11242,Customer 1241,9473620340V,33,unemployed,10000,475
11243,Customer 1242,9538460431V,29,employed,143514,654
11244,Customer 1243,9457887167V,25,employed,144790,724
11245,Customer 1244,9444733679V,29,government,82660,790
11246,Customer 1245,9819550381V,23,student,31395,722
11247,Customer 1246,9212313264V,35,employed,101260,682
11248,Customer 1247,9272684373V,27,business,99299,707
11249,Customer 1248,9454123990V,37,government,180526,663
11250,Customer 1249,9542000551V,19,employed,93853,627
11251,Customer 1250,9844826434V,38,employed,87745,579
11252,Customer 1251,9632005813V,43,government,142271,723
11253,Customer 1252,9409471503V,18,employed,147424,756
11254,Customer 1253,9811443654V,39,contract,84334,687
11255,Customer 1254,9529982328V,47,retired,83327,695
11256,Customer 1255,9973559879V,23,unemployed,25310,633
11257,Customer 1256,9916580415V,52,employed,32872,850
11258,Customer 1257,9690661740V,39,unemployed,14705,510
11259,Customer 1258,9139403247V,28,employed,97526,535
11260,Customer 1259,9588365604V,34,employed,139174,701
11261,Customer 1260,9194553481V,41,employed,15007,745
11262,Customer 1261,9437710224V,36,employed,221960,587
11263,Customer 1262,9371011200V,40,business,202482,720
11264,Customer 1263,9447112584V,26,self,107444,640
11265,Customer 1264,9224469868V,37,employed,167263,700
11266,Customer 1265,9929517022V,21,government,210310,645
11267,Customer 1266,9533979662V,34,employed,154830,621
11268,Customer 1267,9652543518V,26,government,168464,634
11269,Customer 1268,9985758835V,28,employed,125228,720
11270,Customer 1269,9101235946V,47,retired,57169,653
11271,Customer 1270,9806157458V,46,retired,50484,706
11272,Customer 1271,9682605435V,41,self,58694,662
11273,Customer 1272,9596043327V,24,employed,92519,609
11274,Customer 1273,9543721204V,32,employed,65978,685
11275,Customer 1274,9158201193V,47,retired,58483,704
11276,Customer 1275,9301415220V,36,employed,52613,744
11277,Customer 1276,9656670062V,58,employed,127637,770
11278,Customer 1277,9488457631V,39,employed,118547,619
11279,Customer 1278,9768548027V,37,self,107347,681
11280,Customer 1279,9912224654V,32,self,73893,527
11281,Customer 1280,9635252889V,36,retired,121537,741
11282,Customer 1281,9771527524V,33,employed,174405,746
11283,Customer 1282,9574637858V,42,employed,70218,520
11284,Customer 1283,9916033628V,45,retired,64657,670
11285,Customer 1284,9155417727V,27,retired,47840,636
11286,Customer 1285,9318568997V,22,employed,79421,659
11287,Customer 1286,9386749454V,18,self,32996,628
11288,Customer 1287,9689720101V,40,employed,137289,677
11289,Customer 1288,9240674381V,24,contract,62745,699
11290,Customer 1289,9409268943V,18,employed,158713,661
11291,Customer 1290,9570423569V,39,contract,129751,581
11292,Customer 1291,9849740261V,60,business,269913,658
11293,Customer 1292,9620455331V,35,government,114428,685
11294,Customer 1293,9230380269V,43,employed,139015,675
11295,Customer 1294,9130998324V,36,self,131623,622
11296,Customer 1295,9776481264V,34,employed,101033,702
11297,Customer 1296,9753770973V,44,employed,89129,758
11298,Customer 1297,9958256589V,32,business,288762,594
11299,Customer 1298,9356943695V,38,unemployed,22275,587
11300,Customer 1299,9862123506V,38,government,159079,758
11301,Customer 1300,9270057261V,28,student,17669,554
11302,Customer 1301,9433665422V,45,employed,71229,755
11303,Customer 1302,9691458887V,33,employed,97222,676
11304,Customer 1303,9114682844V,27,employed,115039,612
11305,Customer 1304,9692975437V,40,government,108073,624
11306,Customer 1305,9538076670V,26,contract,89606,687
11307,Customer 1306,9200082623V,35,business,24920,712
11308,Customer 1307,9341270488V,35,employed,75198,774
11309,Customer 1308,9221827951V,46,employed,146836,720
11310,Customer 1309,9595475899V,40,government,158114,694
11311,Customer 1310,9226128312V,35,employed,104325,709
11312,Customer 1311,9795472980V,43,retired,39645,694
11313,Customer 1312,9993506934V,49,retired,39452,670
11314,Customer 1313,9265325235V,41,government,128802,667
11315,Customer 1314,9635126623V,35,employed,145781,577
11316,Customer 1315,9869446962V,22,employed,157130,635
11317,Customer 1316,9413383963V,24,employed,100139,679
11318,Customer 1317,9646397165V,32,employed,73860,518
11319,Customer 1318,9857429971V,29,employed,130714,649
11320,Customer 1319,9393587744V,33,business,94117,725
11321,Customer 1320,9546129354V,36,business,118540,751
11322,Customer 1321,9996278008V,40,employed,173011,648
11323,Customer 1322,9618079974V,34,employed,153085,646
11324,Customer 1323,9607042130V,40,employed,126319,637
11325,Customer 1324,9361704064V,36,employed,69123,646
11326,Customer 1325,9590470737V,18,retired,64228,759
11327,Customer 1326,9691916368V,26,employed,162506,778
11328,Customer 1327,9255308128V,34,employed,104975,579
11329,Customer 1328,9511872350V,23,employed,174045,631
11330,Customer 1329,9304666325V,41,contract,141710,528
11331,Customer 1330,9743576792V,50,government,189912,698
11332,Customer 1331,9645719501V,47,employed,132210,651
11333,Customer 1332,9901325519V,33,self,129370,682
11334,Customer 1333,9246574716V,50,student,51213,620
11335,Customer 1334,9174958005V,36,unemployed,24474,593
11336,Customer 1335,9396618390V,32,employed,99951,581
11337,Customer 1336,9929653607V,29,contract,72058,638
11338,Customer 1337,9948262678V,32,contract,99542,538
11339,Customer 1338,9545541033V,31,contract,38378,744
11340,Customer 1339,9464938258V,37,business,148539,649
11341,Customer 1340,9945805127V,37,government,172896,618
11342,Customer 1341,9645179180V,35,employed,32350,647
11343,Customer 1342,9386874458V,39,retired,90690,702
11344,Customer 1343,9981058292V,47,government,173671,744
11345,Customer 1344,9102754426V,44,business,123219,748
11346,Customer 1345,9403696046V,20,employed,141736,684
11347,Customer 1346,9879591310V,18,student,30047,560
11348,Customer 1347,9420571903V,44,retired,84600,731
11349,Customer 1348,9999232921V,21,employed,159307,719
11350,Customer 1349,9730219579V,33,retired,31999,697
11351,Customer 1350,9722687986V,23,government,157618,749
11352,Customer 1351,9808605988V,18,retired,55887,653
11353,Customer 1352,9625747313V,40,employed,123313,679
11354,Customer 1353,9259553112V,43,employed,90873,558
11355,Customer 1354,9579476614V,29,contract,159925,723
11356,Customer 1355,9678296492V,18,employed,161602,650
11357,Customer 1356,9620057604V,30,retired,45205,774
11358,Customer 1357,9470574014V,39,self,33269,621
11359,Customer 1358,9456954682V,20,self,80716,678
11360,Customer 1359,9692616814V,37,employed,137380,683
11361,Customer 1360,9919128302V,35,government,147206,664
11362,Customer 1361,9683503591V,41,employed,170125,709
11363,Customer 1362,9505026213V,36,employed,151597,757
11364,Customer 1363,9588922557V,25,employed,158783,787
11365,Customer 1364,9445505799V,47,employed,133074,725
11366,Customer 1365,9302563940V,33,unemployed,10000,487
11367,Customer 1366,9848933239V,35,unemployed,18043,476
11368,Customer 1367,9356415500V,26,employed,162404,748
11369,Customer 1368,9713963047V,31,student,29227,520
11370,Customer 1369,9511211819V,26,employed,140124,717
11371,Customer 1370,9350785761V,33,business,134500,678
11372,Customer 1371,9932734539V,52,retired,39404,769
11373,Customer 1372,9541066404V,21,contract,85066,671
11374,Customer 1373,9146865930V,19,employed,132362,678
11375,Customer 1374,9441639230V,50,retired,46886,814
11376,Customer 1375,9899621068V,33,employed,110572,729
11377,Customer 1376,9607854378V,28,unemployed,10605,593
11378,Customer 1377,9857232668V,45,employed,164770,639
11379,Customer 1378,9971243675V,29,government,131166,631
11380,Customer 1379,9509343829V,53,business,276220,654
11381,Customer 1380,9514548900V,42,business,282300,580
11382,Customer 1381,9812630453V,30,employed,116758,661
11383,Customer 1382,9950826208V,57,contract,49662,688
11384,Customer 1383,9981270974V,29,employed,36564,739
11385,Customer 1384,9800100071V,42,government,95839,679
11386,Customer 1385,9263321843V,38,employed,65047,850
11387,Customer 1386,9631855083V,48,employed,175139,756
11388,Customer 1387,9139749508V,51,government,143475,698
11389,Customer 1388,9235555899V,35,employed,135584,748
11390,Customer 1389,9639331014V,27,employed,31183,645
11391,Customer 1390,9733701411V,40,employed,72081,695
11392,Customer 1391,9456476596V,28,employed,155483,658
11393,Customer 1392,9207765664V,55,retired,65735,617
11394,Customer 1393,9572775194V,36,contract,84112,672
11395,Customer 1394,9207064620V,31,employed,142594,680
11396,Customer 1395,9664735673V,37,employed,185432,684
11397,Customer 1396,9590622789V,22,employed,111158,678
11398,Customer 1397,9116479358V,25,employed,122775,626
11399,Customer 1398,9875718152V,47,business,175408,765
11400,Customer 1399,9254785699V,28,government,211763,715
11401,Customer 1400,9540211187V,25,employed,36026,664
11402,Customer 1401,9803066091V,40,employed,147329,601
11403,Customer 1402,9265744099V,47,employed,115408,764
11404,Customer 1403,9180346223V,42,retired,71335,745
11405,Customer 1404,9604111692V,45,unemployed,13426,560
11406,Customer 1405,9939156387V,27,employed,118041,603
11407,Customer 1406,9384566044V,21,employed,148456,780
11408,Customer 1407,9463527356V,50,contract,214516,618
11409,Customer 1408,9769219685V,32,contract,122321,600
11410,Customer 1409,9843785903V,32,employed,86077,677
11411,Customer 1410,9526794469V,48,employed,103050,703
11412,Customer 1411,9797756796V,41,employed,101863,670
11413,Customer 1412,9186237917V,40,government,86131,497
11414,Customer 1413,9452794611V,57,employed,106796,695
11415,Customer 1414,9824085842V,29,employed,149313,735
11416,Customer 1415,9672972597V,44,government,101773,647
11417,Customer 1416,9508031980V,36,employed,161939,774
11418,Customer 1417,9440012324V,38,retired,69755,742
11419,Customer 1418,9773020489V,50,employed,90631,708
11420,Customer 1419,9871716956V,40,employed,114339,619
11421,Customer 1420,9915401487V,40,government,187950,717
11422,Customer 1421,9623929617V,46,employed,149342,701
11423,Customer 1422,9680911523V,31,unemployed,20088,555
11424,Customer 1423,9138546365V,27,government,132870,753
11425,Customer 1424,9762992051V,25,employed,123064,658
11426,Customer 1425,9173466219V,18,student,22324,564
11427,Customer 1426,9352082631V,56,employed,35810,640
11428,Customer 1427,9777703980V,24,contract,171687,613
11429,Customer 1428,9834868441V,33,employed,126213,671
11430,Customer 1429,9408570854V,32,government,151944,689
11431,Customer 1430,9344261532V,38,employed,117684,666
11432,Customer 1431,9901834280V,43,employed,90595,735
11433,Customer 1432,9197044071V,44,retired,56282,780
11434,Customer 1433,9565973314V,29,retired,28012,613
11435,Customer 1434,9205702499V,33,employed,211083,769
11436,Customer 1435,9916440738V,38,employed,70620,720
11437,Customer 1436,9780481547V,33,retired,39361,636
11438,Customer 1437,9855797020V,51,contract,72390,620
11439,Customer 1438,9207918827V,40,employed,171523,697
11440,Customer 1439,9576396216V,42,self,100725,561
11441,Customer 1440,9278632824V,42,employed,70555,675
11442,Customer 1441,9845178074V,47,contract,140174,672
11443,Customer 1442,9421549249V,37,employed,149240,635
11444,Customer 1443,9131081879V,22,employed,141537,591
11445,Customer 1444,9149382425V,39,retired,74315,702
11446,Customer 1445,9448294647V,28,employed,215774,812
11447,Customer 1446,9954852540V,30,self,209255,617
11448,Customer 1447,9160257560V,41,employed,92531,639
11449,Customer 1448,9415001254V,47,employed,184955,668
11450,Customer 1449,9484897084V,35,employed,135327,774
11451,Customer 1450,9502482554V,38,self,124955,561
11452,Customer 1451,9562446417V,52,employed,52309,726
11453,Customer 1452,9256304376V,37,government,134888,672
11454,Customer 1453,9362204999V,61,retired,43744,667
11455,Customer 1454,9670335494V,41,retired,76561,629
11456,Customer 1455,9542437192V,18,employed,162843,665
11457,Customer 1456,9707660630V,43,employed,37021,621
11458,Customer 1457,9832077572V,39,employed,119119,647
11459,Customer 1458,9950961305V,48,employed,164874,532
11460,Customer 1459,9293334613V,42,employed,112533,576
11461,Customer 1460,9282518553V,34,business,218325,690
11462,Customer 1461,9287979290V,23,employed,134047,756
11463,Customer 1462,9184791618V,33,employed,133666,850
11464,Customer 1463,9754436820V,26,employed,109147,735
11465,Customer 1464,9510753814V,29,business,62674,639
11466,Customer 1465,9765408938V,41,employed,75139,561
11467,Customer 1466,9833510170V,52,business,216748,702
11468,Customer 1467,9358589021V,39,employed,120778,593
11469,Customer 1468,9634366139V,23,contract,84460,592
11470,Customer 1469,9726160204V,39,contract,73044,693
11471,Customer 1470,9253671484V,47,employed,107792,698
11472,Customer 1471,9349310440V,29,employed,161876,624
11473,Customer 1472,9595155950V,34,employed,106590,578
11474,Customer 1473,9784944881V,35,employed,66357,693
11475,Customer 1474,9372706093V,27,business,219492,690
11476,Customer 1475,9593460064V,41,retired,55902,780
11477,Customer 1476,9374154962V,34,business,162512,520
11478,Customer 1477,9816014770V,39,retired,92152,697
11479,Customer 1478,9110090412V,26,employed,119178,735
11480,Customer 1479,9963968184V,31,employed,131567,655
11481,Customer 1480,9599561877V,42,student,12316,484
11482,Customer 1481,9408842146V,31,employed,111213,625
11483,Customer 1482,9827579147V,52,business,208762,672
11484,Customer 1483,9686905284V,31,employed,57785,651
11485,Customer 1484,9269625036V,37,employed,128034,698
11486,Customer 1485,9179308612V,44,unemployed,21008,637
11487,Customer 1486,9574303740V,21,employed,121651,656
11488,Customer 1487,9471048258V,18,unemployed,30372,633
11489,Customer 1488,9730900313V,20,unemployed,23344,553
11490,Customer 1489,9421214426V,48,retired,89561,710
11491,Customer 1490,9786055206V,29,business,80513,663
11492,Customer 1491,9555598254V,61,government,144078,722
11493,Customer 1492,9841218491V,29,contract,93379,672
11494,Customer 1493,9368540924V,37,employed,77230,719
11495,Customer 1494,9590523712V,50,self,147815,660
11496,Customer 1495,9424400672V,55,government,209740,500
11497,Customer 1496,9313907621V,56,employed,119320,716
11498,Customer 1497,9513061224V,47,employed,140201,562
11499,Customer 1498,9618840705V,45,employed,123381,644
11500,Customer 1499,9214518079V,41,government,118592,557
11501,Customer 1500,9354697684V,43,contract,17170,742
11502,Customer 1501,9509486794V,29,employed,91769,705
11503,Customer 1502,9714097318V,27,contract,34322,620
11504,Customer 1503,9485429460V,35,business,296328,755
11505,Customer 1504,9717199615V,33,retired,57698,722
11506,Customer 1505,9417690559V,30,government,129622,707
11507,Customer 1506,9850845198V,42,retired,77783,714
11508,Customer 1507,9417001612V,45,employed,75130,657
11509,Customer 1508,9123557463V,36,retired,44663,616
11510,Customer 1509,9991246046V,50,employed,122723,738
11511,Customer 1510,9806768884V,24,contract,131151,636
11512,Customer 1511,9524993183V,33,unemployed,25017,454
11513,Customer 1512,9394721069V,28,employed,129933,710
11514,Customer 1513,9108695125V,18,employed,123125,682
11515,Customer 1514,9707661655V,34,retired,68005,792
11516,Customer 1515,9836371599V,34,employed,128066,696
11517,Customer 1516,9935705734V,50,contract,48801,569
11518,Customer 1517,9899582079V,41,employed,121843,573
11519,Customer 1518,9152660856V,25,employed,77052,756
11520,Customer 1519,9751124015V,54,unemployed,20811,556
11521,Customer 1520,9900122509V,47,business,121548,618
11522,Customer 1521,9633356861V,41,retired,110788,647
11523,Customer 1522,9994253959V,33,employed,118404,758
11524,Customer 1523,9407298630V,25,business,47661,698
11525,Customer 1524,9932945529V,31,government,135975,766
11526,Customer 1525,9957769526V,46,government,155581,715
11527,Customer 1526,9347087743V,54,business,293869,620
11528,Customer 1527,9751831074V,50,government,122316,807
11529,Customer 1528,9961067882V,30,employed,56703,657
11530,Customer 1529,9478301747V,24,employed,152673,728
11531,Customer 1530,9335154329V,36,retired,32388,755
11532,Customer 1531,9783563240V,18,employed,102554,680
11533,Customer 1532,9304152670V,38,business,139390,603
11534,Customer 1533,9766676815V,34,employed,117215,639
11535,Customer 1534,9369108475V,30,government,160675,741
11536,Customer 1535,9827744047V,19,student,19745,612
11537,Customer 1536,9911294971V,40,employed,109051,758
11538,Customer 1537,9874090950V,30,employed,119429,748
11539,Customer 1538,9924065468V,23,employed,125984,623
11540,Customer 1539,9807790785V,18,government,142935,787
11541,Customer 1540,9831062591V,35,retired,68720,628
11542,Customer 1541,9246865585V,53,employed,153754,716
11543,Customer 1542,9774576271V,52,student,35890,725
11544,Customer 1543,9204328975V,30,employed,138143,699
11545,Customer 1544,9773728014V,29,self,20889,553
11546,Customer 1545,9794002948V,40,contract,92009,620
11547,Customer 1546,9142329671V,25,employed,139180,810
11548,Customer 1547,9431714152V,38,self,136447,648
11549,Customer 1548,9946764061V,43,employed,92306,760
11550,Customer 1549,9573330302V,47,employed,93638,623
11551,Customer 1550,9135824891V,34,employed,97036,659
11552,Customer 1551,9722312633V,33,employed,141457,667
11553,Customer 1552,9491766764V,26,business,242710,787
11554,Customer 1553,9886365312V,27,employed,103702,662
11555,Customer 1554,9241102355V,33,government,167239,587
11556,Customer 1555,9196779973V,39,employed,124939,823
11557,Customer 1556,9416872439V,44,employed,115029,694
11558,Customer 1557,9450811990V,27,business,143089,709
11559,Customer 1558,9902601465V,50,unemployed,27466,464
11560,Customer 1559,9546143048V,32,employed,133023,695
11561,Customer 1560,9288592093V,35,contract,181033,641
11562,Customer 1561,9315601773V,28,government,114433,642
11563,Customer 1562,9241905500V,18,government,155543,740
11564,Customer 1563,9944511703V,44,self,73540,558
11565,Customer 1564,9679184667V,42,employed,85229,622
11566,Customer 1565,9492836532V,32,employed,119565,753
11567,Customer 1566,9669998399V,36,government,144121,656
11568,Customer 1567,9638798023V,40,employed,236727,650
11569,Customer 1568,9392624015V,19,contract,82634,645
11570,Customer 1569,9991713190V,30,employed,74793,658
11571,Customer 1570,9276678230V,43,employed,130920,721
11572,Customer 1571,9375919523V,22,student,10000,591
11573,Customer 1572,9985503942V,38,employed,116322,590
11574,Customer 1573,9617380166V,21,self,100801,616
11575,Customer 1574,9965960427V,40,business,223568,619
11576,Customer 1575,9416905717V,35,contract,128945,612
11577,Customer 1576,9901611993V,19,retired,49929,697
11578,Customer 1577,9463692735V,47,business,147951,688
11579,Customer 1578,9963538119V,28,business,98710,528
11580,Customer 1579,9223662532V,27,contract,44877,702
11581,Customer 1580,9602866993V,37,employed,132396,675
11582,Customer 1581,9180852074V,46,employed,69057,613
11583,Customer 1582,9251136695V,25,employed,103415,737
11584,Customer 1583,9909763993V,36,employed,80193,554
11585,Customer 1584,9342251928V,39,business,203975,575
11586,Customer 1585,9826197069V,42,business,304114,798
11587,Customer 1586,9877621770V,37,government,100952,709
11588,Customer 1587,9824138175V,31,employed,45879,636
11589,Customer 1588,9526717340V,27,student,28127,587
11590,Customer 1589,9963919401V,36,employed,120628,669
11591,Customer 1590,9698409868V,24,business,177493,672
11592,Customer 1591,9492747974V,18,government,126610,729
11593,Customer 1592,9196961971V,39,employed,111974,668
11594,Customer 1593,9948988297V,44,employed,134700,701
11595,Customer 1594,9523671208V,18,employed,161617,671
11596,Customer 1595,9114945047V,25,retired,20899,641
11597,Customer 1596,9383960237V,41,contract,75242,574
11598,Customer 1597,9676140134V,56,business,177105,749
11599,Customer 1598,9232702394V,35,employed,83281,719
11600,Customer 1599,9588322781V,28,employed,189247,742
11601,Customer 1600,9495765839V,33,student,20469,580
11602,Customer 1601,9822443971V,49,retired,59174,704
11603,Customer 1602,9904245086V,29,employed,142241,669
11604,Customer 1603,9821920438V,27,employed,96349,749
11605,Customer 1604,9381493671V,30,student,10000,559
11606,Customer 1605,9727666622V,25,employed,102854,621
11607,Customer 1606,9509123009V,36,employed,161178,711
11608,Customer 1607,9983063850V,51,employed,106524,671
11609,Customer 1608,9785637052V,38,government,114607,715
11610,Customer 1609,9498866784V,32,contract,127027,683
11611,Customer 1610,9216335741V,32,unemployed,16692,525
11612,Customer 1611,9824600232V,19,government,124695,687
11613,Customer 1612,9351064359V,44,self,107473,641
11614,Customer 1613,9606244434V,34,employed,150830,757
11615,Customer 1614,9126870011V,33,government,211451,701
11616,Customer 1615,9765233376V,67,employed,153089,689
11617,Customer 1616,9702806585V,38,government,174795,631
11618,Customer 1617,9452194058V,27,employed,99761,724
11619,Customer 1618,9755070775V,31,employed,78965,706
11620,Customer 1619,9337691219V,46,employed,122493,630
11621,Customer 1620,9795411453V,36,employed,124287,795
11622,Customer 1621,9167878777V,21,employed,76859,700
11623,Customer 1622,9782259766V,44,employed,112988,643
11624,Customer 1623,9984607950V,28,unemployed,23993,560
11625,Customer 1624,9598503464V,54,employed,134416,658
11626,Customer 1625,9852775879V,46,government,155129,793
11627,Customer 1626,9424474225V,31,contract,101639,696
11628,Customer 1627,9797115550V,48,unemployed,14930,587
11629,Customer 1628,9538404342V,36,government,124583,803
11630,Customer 1629,9225279834V,44,retired,36021,628
11631,Customer 1630,9250084428V,40,employed,191391,727
11632,Customer 1631,9148690765V,27,employed,120538,713
11633,Customer 1632,9139956218V,29,employed,111006,666
11634,Customer 1633,9426808977V,45,business,85697,656
11635,Customer 1634,9628951656V,32,business,394853,725
11636,Customer 1635,9224683417V,31,employed,77067,731
11637,Customer 1636,9204359116V,25,employed,102846,595
11638,Customer 1637,9352114611V,39,business,193267,779
11639,Customer 1638,9677186272V,56,employed,144009,749
11640,Customer 1639,9245668163V,24,government,168738,683
11641,Customer 1640,9517305280V,35,business,304609,623
11642,Customer 1641,9587096273V,49,student,37592,647
11643,Customer 1642,9498370582V,34,retired,38879,720
11644,Customer 1643,9819929088V,40,contract,79722,683
11645,Customer 1644,9897940629V,24,self,115392,694
11646,Customer 1645,9847843987V,39,student,61023,653
11647,Customer 1646,9680027275V,33,government,98066,751
11648,Customer 1647,9550033924V,45,employed,168103,648
11649,Customer 1648,9730651895V,47,employed,127197,644
11650,Customer 1649,9897005281V,61,employed,153513,701
11651,Customer 1650,9880179899V,41,employed,115920,817
11652,Customer 1651,9265917699V,38,government,114727,691
11653,Customer 1652,9545478870V,37,retired,75017,712
11654,Customer 1653,9803217037V,31,employed,146177,734
11655,Customer 1654,9206323670V,38,employed,158882,655
11656,Customer 1655,9995171130V,32,unemployed,19867,608
11657,Customer 1656,9625432379V,37,employed,96007,681
11658,Customer 1657,9761051532V,48,self,22061,735
11659,Customer 1658,9538211092V,25,government,164581,643
11660,Customer 1659,9400368694V,46,government,152717,839
